has_job_experience,requires_job_training,full_time_position,company_age,no_of_employees,annual_wage,application_year,application_month,decision_date,case_status,processing_time_days,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,education_of_employee_Bachelor,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master
1,0,1,12,3395,73623.94,2020,4,2020-08-28,1,138,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,25,879,1701556.6800000002,2021,3,2021-03-25,1,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,1,8,2518,219529.62,2018,6,2018-07-19,1,21,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,1,26,2468,195404.0,2017,3,2017-03-28,1,16,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,107,787,158569.72,2020,11,2021-03-19,0,132,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,63,1004,135792.52,2023,11,2023-12-13,1,15,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,0,1,22,717,100379.63,2020,6,2020-10-07,1,116,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,22,20,138925.72,2019,3,2019-05-03,1,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,1,26,503,118458.61,2024,3,2024-05-12,1,63,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,49,584,1431303.3280000002,2017,9,2018-01-12,0,119,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,21,2770,112028.45,2018,7,2018-08-15,1,38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,41,284,1681850.56,2023,7,2023-07-30,0,26,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,1,28,1935,112881.33,2017,11,2018-04-03,1,128,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,14,2098,7794.05,2024,9,2024-12-02,1,76,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,26,3223,7113.47,2023,1,2023-05-07,1,116,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,49,2771,100786.62,2024,6,2024-07-10,1,15,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,37,2147,87390.54,2023,3,2023-04-11,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,1,9,2543,93644.17,2023,10,2024-01-04,0,74,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,16,155999,118555.6,2019,6,2019-08-10,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,67,3592,114512.69,2017,7,2017-07-25,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,21,5504,59125.18,2017,4,2017-09-02,1,128,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,23,2216,26325.98,2023,1,2023-05-28,0,120,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,15,2871,679278.48,2024,6,2024-11-12,1,145,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1,1,14,2509,51886.04,2017,7,2017-09-25,0,61,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,27,1720,3229835.44,2022,10,2022-11-28,0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,27,1760,63108.03,2024,3,2024-06-14,1,88,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,38,-25,39452.99,2018,4,2018-05-29,1,56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,1,1,19,1025,80580.97,2024,10,2025-02-28,1,123,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,15,109,37291.82,2023,5,2023-09-04,1,99,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,49,2901,95974.61,2020,5,2020-08-17,1,78,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,59,4449,21846.43,2022,5,2022-09-03,0,110,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,14,4280,61147.07,2018,10,2018-12-07,1,43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,9,2223,120148.75,2022,3,2022-08-05,1,128,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,15,1667,206941.23,2022,4,2022-04-27,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,26,5260,91689.54,2020,12,2021-01-08,1,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,126,365,76214.85,2022,11,2023-03-11,0,113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,20,1243,65458.88,2018,5,2018-09-18,0,140,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,15,1721,62730.52,2024,8,2024-12-27,1,126,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,70,517,21651.43,2019,12,2020-02-06,1,60,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,11,3266,102598.35,2018,9,2018-12-25,1,99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,26,955,56422.81,2024,8,2024-11-02,1,93,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,9,1310,141372.27,2016,2,2016-04-09,1,54,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,179,2854,138642.17,2022,10,2023-01-05,0,90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,94,230,143628.65,2019,2,2019-04-11,1,44,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,12,2374,35760.36,2018,10,2019-01-16,1,99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,24,4241,3456.8,2022,11,2023-01-15,0,61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,45,69469,42469.25,2019,9,2020-01-02,1,106,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,169,5425,45614.3,2024,3,2024-04-22,0,30,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,62,2733,108458.31,2022,4,2022-06-10,1,51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,86,3664,62950.34,2017,11,2017-11-30,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,172,1546,162990.52,2022,8,2023-01-06,1,135,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,114,2486,84521.88,2020,4,2020-08-30,1,134,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,18,1233,141129.7,2019,8,2019-11-10,1,76,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,18,1681,85218.35,2017,6,2017-08-06,0,58,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,14,1608,247187.2,2023,10,2023-11-08,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,25,4349,154428.88,2023,4,2023-09-28,0,153,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,63,1764,65108.59,2024,12,2025-01-24,1,49,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,20,4440,21001.69,2018,12,2019-04-29,1,135,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,65,769,57370.96,2016,12,2017-05-17,1,149,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,65,2443,99714.22,2023,11,2023-12-26,1,49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,13,3725,139424.83,2022,9,2022-12-23,1,107,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,21,2061,20951.91,2016,3,2016-08-01,0,128,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,108,216,66329.37,2017,11,2017-12-29,1,29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,16,3489,88447.6,2023,9,2024-01-30,1,130,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,112,433,123018.45,2024,5,2024-08-06,0,67,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,35,1932,343766.176,2024,1,2024-06-17,1,147,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,173,572,12800.02,2020,7,2020-11-23,1,118,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,48,306,103390.44,2023,1,2023-05-06,1,96,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,14,623,25419.59,2021,10,2021-10-26,1,17,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,8,2288,82385.6,2019,11,2019-11-17,0,15,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,1,12,3370,42761.33,2019,7,2019-09-15,0,47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,33,875,98119.94,2016,3,2016-06-03,1,67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,25,2586,2007.26,2022,9,2022-12-30,0,100,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,1,13,661,84899.65,2019,9,2019-10-29,1,44,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,21,2337,26813.7,2017,2,2017-05-23,1,110,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,23,1672,367.31,2021,11,2021-11-29,1,23,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,75,717,116370.47,2023,2,2023-03-07,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,49,1017,32086.09,2024,10,2024-12-01,1,47,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,16,1624,205084.59,2016,1,2016-02-18,0,29,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,92,3891,45860.87,2023,4,2023-07-06,1,82,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,13,2009,69741.05,2018,12,2019-05-18,1,144,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,9,3268,101371.21,2021,4,2021-08-25,1,125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,22,1312,93644.47,2020,7,2020-09-04,1,37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,18,229,515860.8,2023,3,2023-08-03,0,155,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,74,2597,155042.99,2019,4,2019-07-07,1,78,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,39,2114,1240197.504,2016,5,2016-07-27,1,69,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,17,48369,53304.04,2024,6,2024-10-21,1,119,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,31,2609,34738.65,2022,9,2022-12-15,1,104,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,26,4265,69375.0,2023,8,2023-12-09,1,106,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,40,533,30066.16,2018,7,2018-12-16,1,144,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,10,4574,67204.54,2016,9,2017-01-29,1,122,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,1,29,954,56065.53,2017,2,2017-03-21,1,44,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,6,3831,18035.36,2016,7,2016-09-29,1,61,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,39,1778,100850.52,2022,3,2022-04-09,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,13,29453,133586.58,2018,9,2018-10-04,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,104,652,24968.7,2017,5,2017-08-19,0,98,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,19,2170,115801.09,2017,11,2017-12-08,1,22,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,12,3550,557726.8319999999,2024,3,2024-08-14,1,140,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,1,22,1761,1388219.664,2017,1,2017-03-26,1,60,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,1,118,805,245128.0,2016,11,2017-01-05,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,27,1615,112655.02,2018,11,2019-03-24,1,136,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,7,4153,135250.42,2017,1,2017-05-19,1,126,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,1,1,18,743,132240.65,2017,6,2017-07-02,1,25,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,22,3827,65376.07,2017,8,2017-10-31,1,67,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,53,2345,111254.68,2019,8,2019-12-03,1,103,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,25,6188,94830.46,2018,12,2019-01-28,1,38,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,16,629,232227.33,2020,8,2020-11-08,1,87,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,12,5576,125246.83,2021,4,2021-06-09,1,54,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,43,5075,36028.54,2024,6,2024-10-03,1,102,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,100,2234,238691.32,2020,9,2020-10-27,0,32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,47,2698,34168.31,2017,12,2018-02-02,1,35,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,31,1485,91290.38,2024,11,2025-01-01,1,42,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,10,2425,83239.29,2018,9,2018-11-08,1,59,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,94,2969,62586.7,2017,4,2017-07-16,0,92,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,1,11,1738,29260.86,2022,3,2022-05-09,1,42,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,113,4614,84716.62,2024,5,2024-08-25,1,106,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,46,1222,54424.62,2021,6,2021-09-07,1,72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,32,186,16551.46,2023,9,2023-09-16,1,15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,24,2747,42321.96,2018,11,2019-04-12,0,140,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,7,2114,32804.928,2019,1,2019-05-26,1,122,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,49,4550,104457.29,2017,4,2017-06-20,1,79,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,22,1083,69113.96,2021,8,2021-10-22,1,71,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,185,822,66711.21,2023,12,2024-05-02,1,145,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,20,25805,25512.46,2022,5,2022-08-09,1,70,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,67,1741,20687.36,2017,3,2017-08-22,0,158,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,8,3438,97325.13,2021,5,2021-05-17,0,15,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,33,1501,120371.72,2016,1,2016-05-11,1,126,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,9,2284,51610.24,2022,11,2023-03-02,1,96,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,14,2384,96146.09,2021,6,2021-07-12,0,27,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,0,2,1031,220448.17,2016,12,2017-05-09,0,138,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,98,3213,23272.21,2022,4,2022-05-11,1,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,115,1894,106937.84,2021,3,2021-04-01,0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,8,2280,37069.3,2019,3,2019-03-30,1,22,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,54,1610,98331.32,2016,2,2016-03-08,1,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,19,1766,3683.43,2016,11,2016-12-27,1,27,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,23,2269,196668.77,2020,1,2020-05-20,1,137,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,171,114,69228.82,2022,1,2022-05-04,0,108,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,23,819,33645.87,2017,3,2017-05-31,0,64,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1,0,1,47,28418,109700.58,2016,12,2017-02-14,1,71,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1,10,1983,30668.32,2020,5,2020-08-08,0,84,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,41,2927,99753.8,2018,3,2018-06-30,1,95,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,12,2553,68751.19,2016,12,2017-04-29,1,134,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,26,82716,111724.66,2019,2,2019-04-30,1,82,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,124,1837,472526.912,2022,1,2022-05-20,1,117,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,21,308,86133.77,2016,8,2016-09-10,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,10,2561,43754.7,2024,6,2024-06-28,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,127,70113,3509624.56,2024,6,2024-09-14,1,103,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,17,5483,48943.43,2020,1,2020-05-30,1,134,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,25,81379,49256.63,2024,5,2024-05-30,1,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,22,1506,112853.73,2020,11,2021-01-23,1,77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,19,190,144312.48,2020,12,2021-01-11,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,9,2701,93506.62,2019,10,2019-12-13,1,51,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,17,3062,198752.64,2018,12,2019-05-07,0,137,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,12,71,18476.27,2017,6,2017-08-19,1,67,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,22,3166,97353.15,2017,4,2017-06-22,0,63,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,153,35961,152912.99,2018,2,2018-05-12,0,96,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,41,94411,50067.16,2018,5,2018-07-12,1,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,171,2594,85495.84,2020,7,2020-10-09,1,77,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,14,2240,19525.49,2020,12,2020-12-23,1,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,5,-11,32506.14,2016,12,2017-03-20,0,85,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,150,2090,197452.18,2022,11,2023-01-11,1,64,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,73,149,45850.33,2021,12,2022-02-20,1,71,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,7,855,53519.51,2016,2,2016-06-27,1,127,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,21,566,142325.74,2019,1,2019-03-16,1,53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,9,3970,74603.2,2022,4,2022-04-19,0,15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,15,720,124317.33,2016,4,2016-06-04,1,45,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,55,2948,323.7,2022,2,2022-05-21,1,98,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,8,3962,73225.28,2019,11,2020-01-15,1,49,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,17,4857,101949.05,2018,1,2018-02-19,1,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,20,1200,107875.51,2016,12,2017-01-29,1,43,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,1,9,2579,68683.19,2016,10,2016-12-07,1,62,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,105,1864,137985.25,2016,4,2016-09-07,0,140,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0,1,30,202,35868.69,2016,11,2017-02-01,1,85,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,16,51,21976.68,2019,8,2019-12-01,1,100,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,23,3628,79840.12,2023,10,2023-11-12,0,41,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,91,1872,99201.01,2017,9,2017-10-11,1,28,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,20,869,64084.23,2021,6,2021-08-21,1,52,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,25,693,123519.71,2024,11,2024-11-22,1,15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,1,42,1525,11287.42,2020,11,2020-11-26,1,15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,32,1584,45261.26,2016,8,2016-09-28,1,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,11,448,112831.03,2017,8,2017-08-31,0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,150,714,5924255.48,2023,11,2024-03-03,1,116,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1,1,172,1000,103200.45,2020,7,2020-07-30,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,21,1983,33049.76,2023,6,2023-09-20,1,83,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,19,525,113911.27,2020,8,2020-09-19,0,46,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,23,997,197676.15,2024,7,2024-11-04,1,119,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,1,2290,610095.616,2016,1,2016-05-19,0,111,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,46,153,429435.968,2018,12,2019-02-25,1,84,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,1,135,1313,157199.78,2024,10,2024-11-08,1,34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,145,3659,81806.42,2021,7,2021-08-07,1,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,53,4713,100969.89,2021,5,2021-06-12,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,167,979,59533.78,2019,8,2020-01-18,1,145,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,16,1010,27345.68,2023,11,2023-11-25,0,22,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1,1,18,2105,26459.67,2018,7,2018-07-17,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,16,23483,65681.0,2016,8,2016-12-18,1,123,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,83,4651,12367.86,2021,2,2021-03-13,1,27,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,157,1178,618165.184,2016,9,2016-10-20,0,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,1,1,8,690,79380.0,2021,7,2021-07-17,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,28,2549,108989.75,2021,11,2022-04-01,1,142,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,38,1363,56188.13,2020,7,2020-10-18,1,103,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,14,2517,188992.63,2019,10,2019-12-02,1,60,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,31,3094,42657.8,2017,5,2017-07-14,1,70,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,18,2378,94230.51,2023,3,2023-05-27,0,78,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,1,10,3817,20141.7,2020,5,2020-10-21,0,145,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,18,4247,18679.63,2023,8,2024-01-06,1,130,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,19,2109,27280.53,2021,2,2021-03-09,1,33,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,21,1847,623184.8479999999,2023,6,2023-08-14,1,54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,22,2675,102915.07,2019,9,2019-11-17,1,61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,11,1121,230750.48,2019,4,2019-05-15,1,27,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,16,3696,210038.4,2017,4,2017-07-19,1,80,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,175,3055,113440.66,2022,9,2022-11-12,1,69,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,21,3282,1138821.424,2024,9,2024-10-13,1,42,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,152,3466,31023.47,2020,2,2020-03-11,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,19,1496,95886.8,2020,9,2020-10-04,0,17,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,16,2481,855306.6080000001,2024,4,2024-09-09,0,141,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,11,1451,129450.64,2020,7,2020-11-14,1,125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,52,1499,69068.26,2021,5,2021-09-01,0,115,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,1,108,374,27132.34,2019,12,2020-02-24,0,70,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,26,3537,72239.48,2024,7,2024-11-04,0,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,10,4562,1067107.08,2016,11,2017-01-07,0,43,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,39,1641,67086.02,2024,7,2024-08-01,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,24,614,83824.94,2023,11,2024-03-14,0,111,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,25,137,23649.64,2018,1,2018-02-13,1,39,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
